
# Curve 0 of 1, 25 points
# Curve title: ""logF7""
# x y type
 1  1  i
 2  3  i
 3  5  i
 4  8  i
 5  11  i
 6  14  i
 7  17  i
 8  21  i
 9  25  i
 10  29  i
 11  33  i
 12  37  i
 13  41  i
 14  45  i
 15  49  i
 16  54  i
 17  59  i
 18  64  i
 19  69  i
 20  74  i
 21  79  i
 22  84  i
 23  89  i
 24  94  i
 25  99  i

