
# Curve 0 of 1, 25 points
# Curve title: ""logF2""
# x y type
 1  0  o
 2  1  i
 3  3  i
 4  6  i
 5  10  i
 6  15  i
 7  21  i
 8  28  i
 9  36  i
 10  45  i
 11  55  i
 12  66  i
 13  78  i
 14  91  i
 15  105  i
 16  120  i
 17  136  i
 18  153  i
 19  171  i
 20  190  i
 21  210  i
 22  231  i
 23  253  i
 24  276  i
 25  300  i

