
# Curve 0 of 1, 25 points
# Curve title: ""logF3""
# x y type
 1  3  i
 2  9  i
 3  19  i
 4  34  i
 5  55  i
 6  83  i
 7  119  i
 8  164  i
 9  219  i
 10  285  i
 11  363  i
 12  454  i
 13  559  i
 14  679  i
 15  815  i
 16  968  i
 17  1139  i
 18  1329  i
 19  1539  i
 20  1770  i
 21  2023  i
 22  2299  i
 23  2599  i
 24  2924  i
 25  3275  i

