
# Curve 0 of 1, 25 points
# Curve title: ""logF4""
# x y type
 1  10  i
 2  20  i
 3  30  i
 4  40  i
 5  50  i
 6  60  i
 7  70  i
 8  80  i
 9  90  i
 10  100  i
 11  110  i
 12  120  i
 13  130  i
 14  140  i
 15  150  i
 16  160  i
 17  170  i
 18  180  i
 19  190  i
 20  200  i
 21  210  i
 22  220  i
 23  230  i
 24  240  i
 25  250  i

